mark_markid,mark_name,mark_addr_sect,mark_addr,mark_name1,mark_subunit,mark_subname,mark_flag,mark_xcoor67,mark_ycoor67,mark_html,mark_engname,mark_spot,mark_memo,mark_self,mark_addr_lie,marklev1,marklev2,marklev3,marklev4,marklev5
0950100721,清玉,內湖區,內湖路一段435號,,,,0,306866.711,2775113.754,,,0,,,麗山里,美食佳餚,茶飲冰品,泡沫紅茶,,
0950100028,12廚(台北喜來登大飯店),中正區,忠孝東路一段12號,,,,0,301848.425,2771057.809,www.sheraton-taipei.com,Kitchen 12 Sheraton Taipei Hotel,0,,,幸福里,美食佳餚,自助無限,,,
0950100107,壹咖啡,中山區,大直街56號,,,,0,304274.264,2775248.281,,,0,,,大直里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100632,MITA,松山區,撫遠街306號,,,,0,306295.46,2772941.489,,,0,,,新益里,美食佳餚,其他美食,,,
0950100755,999海鮮城,內湖區,金湖路162號,,,,0,309602.46,2774956.135,,,0,,,清白里,美食佳餚,中式料理,台式料理,,
0950100862,愛家園餐飲,中正區,青島東路3之1號,,,,0,301798.28,2770963.238,,,0,,,幸福里,美食佳餚,中式料理,台式料理,,
0950100010,台南虱目魚專賣店,士林區,士東路286巷1之15號,,,,0,303388.216,2778607.97,,,0,,,,美食佳餚,各類小吃,,,
0950100438,幾分甜,南港區,南港路一段169號,,,,0,311045.374,2772231.87,,,0,,,南港里,美食佳餚,其他美食,,,
0950100498,Famonn coffee,松山區,光復北路9號,,,,0,305474.051,2771530.577,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100118,葛樂蒂咖啡,大安區,辛亥路一段136號,,,,0,303047.07,2768533.753,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100637,達人豆漿,萬華區,西園路一段314之2號,,,,0,299409.783,2769765.947,,,0,,,糖蔀里,美食佳餚,各類小吃,,,
0950100199,祥贊鵝肉店,士林區,中山北路七段174號,,,,0,302893.415,2779860.454,,,0,,,天山里,美食佳餚,中式料理,台式料理,,
0950100464,APPLE203,萬華區,康定路99號,,,,0,299829.32,2770465.196,,,0,,,福音里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100495,來來甜不辣,北投區,尊賢街237號,,,,0,300359.655,2778934.963,,,0,,,,美食佳餚,各類小吃,,,
0950100146,Cama現烘咖啡專門店,中山區,建國北路二段131號,,,,0,303382.26,2772754.074,,,0,,,江山里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100217,海鮮粥,士林區,福德路20號,,,,0,302170.411,2776307.7,,,0,,,,美食佳餚,其他美食,,,
0950100663,大埔鐵板燒,內湖區,東湖路119巷48號,,,,0,311421.637,2773840.577,,,0,,,東湖里,美食佳餚,中式料理,台式料理,,
0950100008,101茶園,內湖區,康樂街136巷28號,,,,0,311509.643,2774086.251,,,0,,,樂康里,美食佳餚,茶飲冰品,茶坊,,
0950100251,餃子虎水餃館,中山區,吉林路211號,,,,0,302678.933,2772766.019,,,0,,,中庄里,美食佳餚,各類小吃,,,
0950100416,竹松?菜素料行,文山區,指南路一段26號,,,,0,306654.197,2764723.879,,,0,,,木新里,美食佳餚,養身素食,素食料理,,
0950100086,金仙滷肉飯,信義區,虎林街38之4號,,,,0,307341.596,2771380.588,,,0,,,,美食佳餚,各類小吃,,,
0950100821,鍋大爺麻辣鍋,萬華區,武昌街二段18號,,,,1,300433.129,2770995.08,,,0,,,,美食佳餚,火鍋燒烤,火鍋料理,,
0950100955,B-One自助餐廳(西華大飯店),松山區,民生東路三段111號,,,,0,304239.941,2772522.373,www.sherwood.com.tw,B-one Buffet Restaurant Of The Sherwood Taipei,0,,,民有里,美食佳餚,自助無限,,,
0950100994,CAMA咖啡,信義區,松德路163號,,,,0,307176.767,2770131.622,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100070,萬隆餐館,文山區,羅斯福路五段218巷25號,,,,0,303431.008,2766313.3,,,0,,,,美食佳餚,中式料理,台式料理,,
0950100233,小林食堂,大安區,新生南路一段165巷16號,,,,0,303100.971,2769869.653,,,0,,,,美食佳餚,日式料理,,,
0950100683,安格海產,中山區,錦西街11號,,,,0,301763.624,2772775.539,,,0,,,,美食佳餚,中式料理,台式料理,,
0950100918,洋蔥牛排餐廳,士林區,忠誠路二段132號,,,,0,302826.263,2778734,,,0,,,,美食佳餚,西式料理,牛排館,,
0950100106,甘泉麵複合餐飲,松山區,北寧路34號,,,,0,304942.716,2771564.071,,,0,,,美仁里,美食佳餚,中式料理,北方麵食,,
0950100207,巧味香豆漿店,文山區,木新路二段42號,,,,0,306767.304,2764600.833,,,0,,,木新里,美食佳餚,各類小吃,,,
0950100263,饗樂牛排,中山區,長安東路二段35之1號,,,,0,302804.611,2771467.978,,,0,,,興亞里,美食佳餚,西式料理,牛排館,,
0950100067,三兄弟豆花,北投區,光明路215號,,,,1,299969.768,2781164.992,,,0,,,,美食佳餚,各類小吃,,,
0950100085,芒果恰恰,萬華區,中華路一段132號,,,,0,300455.623,2770897.23,,,0,,,萬壽里,美食佳餚,其他美食,,,
0950100030,161牛肉麵,文山區,木柵路一段161號,,,,0,304754.197,2764729.279,,,0,,,華興里,美食佳餚,中式料理,北方麵食,,
0950100056,文鳳飯館,士林區,社中街302號,,,,0,300166.175,2776293.495,,,0,,,永倫里,美食佳餚,中式料理,台式料理,,
0950100428,Famonn coffee 曼,中正區,汀州路三段153號,,,,0,302819.735,2767821.395,,,0,,,文盛里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100017,美而美早餐,南港區,中南街17號,,,,0,311250.509,2772185.454,,,0,,,,美食佳餚,其他美食,,,
0950100033,清心福全,南港區,同德路54號,,,,0,308177.686,2771143.743,,,0,,,,美食佳餚,茶飲冰品,泡沫紅茶,,
0950100081,霸味薑鴨,南港區,忠孝東路六段310號,,,,0,308712.015,2771574.904,,,0,,,,美食佳餚,中式料理,台式料理,,
0950100088,韓董韓台式料理,士林區,延平北路六段152號,,,,0,300290.187,2776005.75,,,0,,,,美食佳餚,異國料理,韓式料理,,
0950100116,清心福全冷飲站,信義區,吳興街40號,,,,0,305675.965,2769555.28,,,0,,,,美食佳餚,茶飲冰品,泡沫紅茶,,
0950100369,品嚐趣,內湖區,瑞光路513巷35號,7-11,,,0,306690.554,2774956.1,www.7-11.com.tw/,7-Eleven Chain Store Jinrui Branch,0,,,港墘里,美食佳餚,西式料理,西餐.簡餐,,
0950100628,上賓冰坊,士林區,大南路396號,,,,0,301189.469,2775988.163,,,0,,,,美食佳餚,茶飲冰品,冰店,,
0950100923,BIG-DONE運動主題餐廳,士林區,承德路四段187號,,,,0,301862.281,2775822.934,,,0,,,義信里,美食佳餚,中式料理,台式料理,,
0950101343,KICK CAFFE,中正區,羅斯福路三段316巷16號,,,,0,302887.736,2767801.429,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100866,BY46,萬華區,西寧南路46號,,,,0,300263.62,2771020.021,,,0,,,萬壽里,美食佳餚,火鍋燒烤,火鍋料理,,
0950100895,派克脆皮雞排,松山區,饒河街253號,,,,0,307436.168,2771753.345,,,0,,,慈祐里,美食佳餚,各類小吃,,,
0950100901,麻辣堂,士林區,後港街177號,,,,0,301725.741,2775805.059,,,0,,,前港里,美食佳餚,中式料理,北方麵食,,
0950100965,慕茶客,松山區,塔悠路5號,,,,0,306904.007,2771673.299,,,0,,,,美食佳餚,茶飲冰品,泡沫紅茶,,
0950101194,星巴克咖啡,大安區,復興南路一段135巷9號,,,,0,304145.3,2770824.576,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101484,IKARICOFFEE士林店,士林區,中正路231號,,,,0,302229.52,2776628.865,,,0,,,福林里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101574,COMEBUY,萬華區,成都路37號,,,,0,300290.28,2770805.974,,,0,,,西門里,美食佳餚,茶飲冰品,泡沫紅茶,,
0950100973,吉峰鼎邊銼,南港區,三重路26號,,,,0,311128,2772317.69,,,0,,,,美食佳餚,中式料理,台式料理,,
0950101623,KiKi川菜(延吉店),大安區,光復南路280巷47號,,,,0,305199.962,2770498.212,www.kiki1991.com,Kiki Restaurant Yanji Branch,0,,,正聲里,美食佳餚,中式料理,四川料理,,
0950102042,瑪拉葳亞,中山區,松江路108巷20號,,,,0,302720.612,2771777.838,,,0,,,興亞里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100687,大埔鐵板燒,萬華區,康定路229號,,,,0,299763.412,2769999.467,,,0,,,,美食佳餚,中式料理,台式料理,,
0950100740,7號咖啡館,中正區,鎮江街7號,,,,0,301769.002,2770911.081,,,0,,,幸福里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101299,茜茜咖哩屋,松山區,民生東路五段140號,,,,0,305852.639,2772588.652,,,0,,,三民里,美食佳餚,日式料理,,,
0950101341,阿段烘焙,文山區,木柵路三段48巷1弄5號,,,,0,306221.554,2764747.085,,,0,,,木柵里,美食佳餚,其他美食,,,
0950101523,IS COFFE,士林區,基河路252號,,,,0,301711.587,2776245.386,,,0,,,福德里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101029,真味肉圓,北投區,裕民一路3號,,,,0,301250.156,2779018.383,,,0,,,振華里,美食佳餚,各類小吃,,,
0950101045,Hello Kitty蛋糕,大安區,大安路一段90號,,,,0,304263.984,2770615.869,,,0,,,仁愛里,美食佳餚,其他美食,,,
0950101063,泰珍寶泰式料理,文山區,景中街35號,,,,0,304046.423,2765302.273,,,0,,,景華里,美食佳餚,異國料理,泰式料理,,
0950101200,螃蟹?,士林區,文林路101巷26號,,,,0,302180.856,2775812.138,,,0,,,,美食佳餚,各類小吃,,,
0950101800,?頭豆花?,松山區,市民大道四段73號,,,,0,304368.663,2771111.094,,,0,,,福成里,美食佳餚,各類小吃,,,
0950100986,金軒排骨,中山區,伊通街41號,,,,0,303139.504,2771711.701,,,0,,,朱園里,美食佳餚,中式料理,快餐店,,
0950101087,DELIVIN珍饈店,內湖區,環山路二段133號,,,,0,307346.506,2775411.803,,,0,,,港華里,美食佳餚,其他美食,,,
0950101100,DOBOS麵包,中山區,錦西街1之4號,,,,0,301871.456,2772772.502,,,0,,,集英里,美食佳餚,其他美食,,,
0950101338,Haagen-Dazs,大安區,敦化南路一段173號,,,,0,304592.14,2770878.729,,,0,,,建安里,美食佳餚,其他美食,,,
0950101636,新米蘭蔬食,中山區,南京東路二段65號,,,,0,302687.365,2771874.529,,,0,,,,美食佳餚,養身素食,素食料理,,
0950101776,鮮芋仙,士林區,中正路210之3號,,,,0,302257.644,2776690.647,,,0,,,,美食佳餚,各類小吃,,,
0950101352,布列德咖啡,松山區,民權東路三段130號,,,,0,304271.977,2772940.774,,,0,,,民有里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101627,part time su,士林區,士東路13號,,,,0,302293.774,2778481.111,,,0,,,天祿里,美食佳餚,養身素食,素食料理,,
0950100995,Abby歐風caf&#233;,中正區,南昌路二段89號,,,,0,301741.28,2769083.177,,,0,,,南福里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101122,巴士咖啡,大安區,敦化南路二段12號,,,,0,304513.459,2769710.688,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100823,Cama現烘咖啡專賣店,中山區,復興北路202號,,,,0,304039.726,2772252.464,,,0,,,龍洲里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100867,美荳咖啡,信義區,松信路210號,,,,0,306871.583,2770712.836,,,0,,,富台里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950100889,樂麵屋,萬華區,昆明街25號,,,,0,300183.714,2771095.839,,,0,,,萬壽里,美食佳餚,中式料理,北方麵食,,
0950101016,米塔義式廚房,信義區,逸仙路50巷20號,,,,0,305940.191,2770580.322,,,0,,,,美食佳餚,異國料理,義式料理,,
0950101116,DOORS簡餐咖啡茶,中山區,遼寧街45巷15號,,,,0,303940.332,2771499.719,,,0,,,力行里,美食佳餚,中式料理,快餐店,,
0950101025,Chili’s美式休閒餐廳,信義區,松壽路22號2樓,,,,0,306460.423,2770041.186,www.chilis.com,Chili’s Restaurant,0,,,,美食佳餚,異國料理,美式料理,,
0950101257,龍緣滷肉飯,大同區,重慶北路二段17號,,,,0,301072.929,2772138.067,,,0,,,,美食佳餚,各類小吃,,,
0950101556,森本家,中山區,北安路621巷12號,,,,0,304467.111,2775275.297,,,0,,,大直里,美食佳餚,日式料理,,,
0950100973,吉峰鼎邊銼,南港區,三重路26號,,,,0,311128,2772317.69,,,0,,,,美食佳餚,各類小吃,,,
0950101671,女人的廚房男人的店,文山區,木新路二段226號,,,,0,306421.036,2764275.732,,,0,,,順興里,美食佳餚,其他美食,,,
0950100630,蛋塔工場,士林區,重慶北路四段117號,,,,0,300836.885,2775209.946,,,0,,,,美食佳餚,其他美食,,,
0950100747,899迷你涮涮鍋,南港區,玉成街136號,,,,0,308012.171,2771095.891,,,0,,,萬福里,美食佳餚,火鍋燒烤,火鍋料理,,
0950100878,放山雞自助餐,士林區,中山北路七段154巷5號,,,,0,302932.668,2779852.252,,,0,,,天山里,美食佳餚,中式料理,快餐店,,
0950101077,DAKARPUB達卡酒坊,松山區,光復南路55之1號,,,,0,305466.867,2771187.869,,,0,,,復盛里,美食佳餚,娛樂餐飲,俱樂部,,
0950101089,丹堤咖啡,信義區,忠孝東路五段538號,,,,0,307662.081,2770721.924,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101527,誼賓餐飲集團,信義區,逸仙路50巷22號,,,,0,305953.847,2770593.128,,,0,,,,美食佳餚,中式料理,台式料理,,
0950101628,KIKI餐廳成都川味名菜,中山區,復興南路一段26號,,,,0,304028.876,2771243.135,,,0,,,埤頭里,美食佳餚,日式料理,,,
0950101933,順義鵝肉,內湖區,內湖路一段27號,,,,0,305525.682,2775530.049,,,0,,,西康里,美食佳餚,各類小吃,,,
0950101514,小上海,松山區,民生東路四段60號,,,,0,304840.19,2772499.014,,,0,,,精忠里,美食佳餚,各類小吃,,,
0950101624,KiKi川菜(東豐店),大安區,東豐街51號,,,,0,304364.35,2770083.703,www.kiki1991.com,Kiki Restaurant Dongfeng Branch,0,,,德安里,美食佳餚,中式料理,四川料理,,
0950101693,後埔戰鬥雞大雞排,內湖區,新明路300之3號,,,,0,307897.266,2772286.461,,,0,,,週美里,美食佳餚,各類小吃,,,
0950100912,元氣冰館,士林區,福華路164巷3號,,,,0,301888.354,2777642.619,,,0,,,德行里,美食佳餚,茶飲冰品,冰店,,
0950101068,鍋茶屋和紙日式定食涮涮鍋,士林區,德行東路238號,,,,0,302964.826,2778203.786,,,0,,,聖山里,美食佳餚,火鍋燒烤,火鍋料理,,
0950101465,CROWN&FANCY,信義區,忠孝東路五段159號,,,,0,306537.892,2770666.434,,,0,,,,美食佳餚,其他美食,,,
0950101534,TMCOFFEE,中山區,伊通街31號,,,,0,303158.774,2771664.756,,,0,,,朱園里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101557,M,松山區,八德路三段12巷16弄1號,,,,0,304726.082,2771311.578,,,0,,,,美食佳餚,異國料理,法式料理,,
0950101769,全真素食,中山區,吉林路126號,,,,0,302606.555,2772146.557,,,0,,,中原里,美食佳餚,養身素食,素食料理,,
0950101013,港味食堂,文山區,指南路二段17號,,,,0,307068.158,2764803.239,,,0,,,萬興里,美食佳餚,中式料理,港式飲茶,,
0950101144,廣泰豐潮洲包子,松山區,光復北路4號,,,,0,305438.16,2771484.141,,,0,,,復勢里,美食佳餚,各類小吃,,,
0950101598,嫩仙草,內湖區,成功路二段426巷49號,,,,0,308497.839,2773899.021,,,0,,,湖興里,美食佳餚,各類小吃,,,
0950102011,COCO一番屋,萬華區,漢中街49號,,,,0,300377.942,2770968.729,,,0,,,萬壽里,美食佳餚,日式料理,,,
0950102079,一之軒,中山區,民權西路79號,,,,0,301588.522,2773067.694,,,0,,,集英里,美食佳餚,其他美食,,,
0950100741,806魯肉飯,大同區,承德路三段288號,,,,0,301566.174,2774271.043,,,0,,,保安里,美食佳餚,其他美食,,,
0950101049,角頭炙燒牛排,大安區,臨江街69號,,,,0,305230.202,2769414.65,,,0,,,通化里,美食佳餚,西式料理,牛排館,,
0950101147,大龍輕食店,大同區,庫倫街44號,,,,0,301410.055,2774038.588,,,0,,,至聖里,美食佳餚,日式料理,,,
0950101524,桃麗絲的家,士林區,通河街40號,,,,0,301780.828,2774988.92,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101293,八方雲集,文山區,興隆路三段98號,,,,0,305401.563,2766035.686,,,0,,,興得里,美食佳餚,各類小吃,,,
0950101441,香米泰式料理,中山區,復興南路一段36之6號,,,,0,304028.965,2771170.652,,,0,,,埤頭里,美食佳餚,異國料理,泰式料理,,
0950101661,藏,中山區,林森北路119巷77號,,,,0,302406.42,2771656.364,,,0,,,正義里,美食佳餚,日式料理,,,
0950101898,小天景豐樓,文山區,景後街97號,,,,0,303952.082,2765159.082,,,0,,,景行里,美食佳餚,其他美食,,,
0950102151,85度C,大同區,民族西路153號,,,,0,301239.606,2773691.367,,,0,,,至聖里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101038,丹堤咖啡,大安區,忠孝東路四段120之1號,,,,0,304396.223,2770671.476,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101457,初穗日本家庭料理,中山區,南京東路一段44號,,,,0,302073.66,2771839.559,,,0,,,正得里,美食佳餚,日式料理,,,
0950101001,cold stone 冰店,萬華區,成都路5號2樓,,,,1,300413.84,2770804.086,,,0,,,,美食佳餚,茶飲冰品,冰店,,
0950101161,Cama現烘咖啡專賣店,大安區,羅斯福路二段81之2號,,,,0,302015.171,2768938.662,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101520,海壽司餐廳,中山區,南京東路三段26號,,,,0,303437.315,2771825.227,,,0,,,,美食佳餚,日式料理,,,
0950101199,呷粗飽風味小館,信義區,吳興街156巷3號,,,,0,305846.918,2769316.799,,,0,,,,美食佳餚,中式料理,台式料理,,
0950101323,5味臭臭鍋,大安區,八德路二段22號,,,,0,303099.295,2771040.005,,,0,,,,美食佳餚,火鍋燒烤,火鍋料理,,
0950101611,50嵐,中正區,忠孝東路一段11號,,,,0,302023.318,2771057.264,,,0,,,,美食佳餚,茶飲冰品,泡沫紅茶,,
0950101856,源味軒小館,內湖區,金龍路75號,,,,0,308906.736,2775551.724,,,0,,,金龍里,美食佳餚,其他美食,,,
0950101056,麵食主意,信義區,忠孝東路五段181號,,,,0,306596.553,2770665.049,,,0,,,,美食佳餚,各類小吃,,,
0950101331,GUSTO義式餐廳,內湖區,環山路二段135號,,,,0,307352.569,2775409.222,,,0,,,港華里,美食佳餚,異國料理,義式料理,,
0950101642,鳥樓茶餐廳,信義區,松高路12號地下1層,,,,0,306364.643,2770400.517,,,0,,,西村里,美食佳餚,中式料理,港式飲茶,,
0950102007,楓川日本料理,信義區,信義路五段150巷14弄10號,,,,0,306649.746,2769249.275,,,0,,,,美食佳餚,日式料理,,,
0950102169,王小明蔬果冰舖,內湖區,康寧路一段171號,OK,,,0,309215.074,2774842.614,www.okcvs.com.tw/,OK Chain Store Neihu Jingzhi Branch,0,,,紫雲里,美食佳餚,茶飲冰品,冰店,,
0950100772,Mister Donut,萬華區,漢中街110號,,,,1,300356.57,2770859.617,,,0,,,,美食佳餚,其他美食,,,
0950101020,餛飩先生,中山區,伊通街68之3號,,,,0,303118.766,2771942.385,,,0,,,中央里,美食佳餚,各類小吃,,,
0950101121,瑞奇士咖啡,中山區,長安東路二段232號,,,,0,303944.89,2771427.907,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101300,STARBUCKS COFFEE,北投區,石牌路二段74號,,,,0,301226.021,2778986.452,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950102822,唯我茶坊,大安區,臨江街61號,,,,0,305243.747,2769410.927,,,0,,,通化里,美食佳餚,茶飲冰品,泡沫紅茶,,
0950103052,龍涎居,大安區,臨江街6號,,,,0,305357.807,2769364.076,,,0,,,臨江里,美食佳餚,養身素食,食補.溫泉,,
0950103172,佳味麵食館,南港區,同德路68號,,,,0,308214.012,2771164.012,,,0,,,,美食佳餚,其他美食,,,
0950103333,陳記魯肉飯,大安區,師大路141號,,,,0,302458.444,2768460.874,,,0,,,古風里,美食佳餚,各類小吃,,,
0950103846,十字軒西點,大同區,延平北路二段70號,,,,0,300783.261,2772251.374,,,0,,,永樂里,美食佳餚,其他美食,,,
0950101525,IS COFFE,士林區,通河街42號,,,,0,301772.491,2774993.017,,,0,,,明勝里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950103101,一之鄉蛋糕,中山區,南京東路三段127號,,,,0,303680.555,2771864.633,,,0,,,復華里,美食佳餚,其他美食,,,
0950103171,一品豆花,文山區,指南路二段62號,,,,0,307277.412,2764731.149,,,0,,,萬興里,美食佳餚,其他美食,,,
0950103187,一郎日本料理,中正區,和平西路一段152號,,,,0,301161.95,2769109.906,,,0,,,螢雪里,美食佳餚,日式料理,,,
0950103191,小楊的店,文山區,興隆路三段223之9號,,,,0,305636.478,2765405.495,,,0,,,興家里,美食佳餚,西式料理,西餐.簡餐,,
0950101972,MIXCOFFEE&TEA,中正區,南昌路二段200號,,,,0,302067.324,2768762.673,,,0,,,頂東里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950102202,錦福自助餐,萬華區,東園街68號,,,,0,299270.458,2768932.345,,,0,,,,美食佳餚,中式料理,快餐店,,
0950102393,聖德科斯天然有機食品,士林區,天母西路28號,,,,0,302274.668,2779189.872,,,0,,,,美食佳餚,養身素食,素食料理,,
0950102605,牛朗全牛涮涮鍋,北投區,中央南路二段129號,,,,0,299613.261,2779506.934,,,0,,,八仙里,美食佳餚,火鍋燒烤,火鍋料理,,
0950102683,山西刀削麵館,士林區,德行東路206之1號,,,,0,302821.068,2778149.072,,,0,,,,美食佳餚,中式料理,北方麵食,,
0950102723,石居石頭火鍋,內湖區,內湖路一段65號,,,,0,305688.702,2775507.804,,,0,,,西康里,美食佳餚,火鍋燒烤,火鍋料理,,
0950102978,水母舖果汁吧,中正區,羅斯福路一段51號,,,,0,301550.351,2769626.466,,,0,,,新營里,美食佳餚,茶飲冰品,泡沫紅茶,,
0950103073,鴨霸雞王,松山區,饒河街255號,,,,0,307439.51,2771753.933,,,0,,,慈祐里,美食佳餚,各類小吃,,,
0950102305,義大利麵的達人,士林區,文林路81號,,,,0,302218.701,2775795.668,,,0,,,仁勇里,美食佳餚,異國料理,義式料理,,
0950102547,STARBUCKS COFFEE,松山區,八德路三段10之2號,,,,0,304715.924,2771415.98,,,0,,,敦化里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950102572,STARBUCKS COFFEE,中正區,羅斯福路四段26號,,,,0,302992.168,2767799.732,,,0,,,水源里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950102644,SWENSEN,松山區,敦化北路220號,S餐館,,,0,304546.884,2772580.492,,,0,,,民有里,美食佳餚,異國料理,美式料理,,
0950102964,COFFEE EYE,南港區,忠孝東路六段466號,,,,0,309164.892,2771696.702,,,0,,,新光里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950102990,家味鮮,中山區,天津街23號,,,,0,301905.106,2771452.883,,,0,,,,美食佳餚,其他美食,,,
0950103227,春天餐飲,大同區,長安西路277號,,,,0,300651.699,2771850.996,,,0,,,,美食佳餚,其他美食,,,
0950103362,七輪炭火燒肉,中山區,八德路二段292號,,,,0,303859.535,2771294.25,,,0,,,埤頭里,美食佳餚,日式料理,,,
0950102551,STARBUCKS COFFEE,中山區,民生西路7號,,,,0,301807.067,2772498.256,,,0,,,集英里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950103109,八方雲集,中正區,懷寧街39號,,,,0,301054.893,2771038.46,,,0,,,,美食佳餚,其他美食,,,
0950103302,乙誠麵包,文山區,指南路一段58號,,,,0,306750.332,2764739.62,,,0,,,木新里,美食佳餚,其他美食,,,
0950103351,七窟礦田溫泉小吃,北投區,湖底路7號,,,,0,303013.188,2782668.017,,,0,,,湖山里,美食佳餚,其他美食,,,
0950103476,喜羊羊,士林區,天母東路111號,,,,0,303319.346,2779200.513,,,0,,,,美食佳餚,火鍋燒烤,火鍋料理,,
0950102107,壹咖啡,中正區,懷寧街76號,,,,0,301033.558,2770858.527,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950102109,阿鴻豆花,中山區,長安東路二段214號,,,,0,303888.151,2771428.987,,,0,,,,美食佳餚,其他美食,,,
0950102116,三串窟蛤仔麵,中山區,伊通街97號,,,,0,303138.642,2771969.327,,,0,,,中央里,美食佳餚,中式料理,北方麵食,,
0950102653,享利泡泡冰,北投區,中和街284號,,,,0,299625.163,2781629.536,,,0,,,開明里,美食佳餚,茶飲冰品,冰店,,
0950103100,順成蛋糕,中正區,武昌街一段35號,,,,0,300827.036,2770970.867,,,0,,,,美食佳餚,其他美食,,,
0950102152,85度C,大同區,民族西路155號,,,,0,301227.408,2773691.367,,,0,,,至聖里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950102163,阿杜食堂,內湖區,東湖路113巷3弄1號,,,,0,311234.097,2773775.51,,,0,,,安湖里,美食佳餚,西式料理,西餐.簡餐,,
0950102222,羅家小吃,松山區,南京東路四段133巷7弄2號,,,,0,305192.293,2771942.233,,,0,,,東勢里,美食佳餚,各類小吃,,,
0950102306,PASTABAR餐廳,萬華區,漢中街103號,,,,0,300365.613,2770876.471,,,0,,,西門里,美食佳餚,娛樂餐飲,俱樂部,,
0950102790,TONWAY牛排下午茶咖啡,信義區,忠孝東路五段372巷27弄1號,,,,0,307109.58,2770508.71,,,0,,,廣居里,美食佳餚,西式料理,牛排館,,
0950102281,OrangeCafE,士林區,文林路302號,,,,0,302261.165,2776271.252,,,0,,,福德里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950102321,八方雲集,中正區,南昌路一段131號,,,,0,301488.958,2769374.259,,,0,,,,美食佳餚,各類小吃,,,
0950102569,STARBUCKS COFFEE,萬華區,漢中街51號2樓,,,,0,300376.549,2770963.777,,,0,,,,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950103096,一之鄉茶莊,北投區,石牌路一段9號,,,,0,300566.328,2778571.237,,,0,,,吉慶里,美食佳餚,茶飲冰品,茶坊,,
0950102088,I kari Coffee,中山區,松江路71號,,,,0,302968.202,2771563.55,,,0,,,朱園里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950101783,溱鍋,信義區,莊敬路224號,,,,0,305866.107,2769412.826,,,0,,,景新里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950103112,一分利自助餐,士林區,美崙街70號,,,,0,301830.487,2776841.217,,,0,,,福佳里,美食佳餚,中式料理,快餐店,,
0950103355,七福牛肉麵,北投區,知行路276號,,,,0,296306.384,2779509.501,,,0,,,關渡里,美食佳餚,中式料理,北方麵食,,
0950102388,大浦鐵板燒,中山區,長安東路二段178之2號,,,,0,303724.648,2771431.119,,,0,,,,美食佳餚,日式料理,,,
0950102544,橘子工坊,大安區,臨江街1號,,,,0,305388.591,2769370.886,,,0,,,通化里,美食佳餚,茶飲冰品,泡沫紅茶,,
0950102548,STARBUCKS COFFEE,中山區,中山北路二段171號,,,,0,301918.555,2773059.11,,,0,,,恆安里,美食佳餚,茶飲冰品,咖啡.下午茶,,
0950103023,永吉涼麵,內湖區,金龍路138之1號,,,,0,308671.529,2775614.473,,,0,,,金龍里,美食佳餚,各類小吃,,,
0950102294,中國人文茶飲文化館,南港區,昆陽街91號,,,,0,309064.695,2771839.726,,,0,,,,美食佳餚,茶飲冰品,茶坊,,
